big,body,residual,is_cube1,is_cube2,profile,has_type_i_nontrivial,type_i_repr,cube2_repr
729,266,463,0,0,other,0,,
729,267,462,0,0,other,0,,
729,268,461,0,0,other,0,,
729,269,460,0,0,other,0,,
729,270,459,0,0,other,0,,
729,271,458,0,0,other,0,,
729,272,457,0,0,other,0,,
729,273,456,0,0,other,0,,
729,274,455,0,0,other,0,,
729,275,454,0,0,other,0,,
729,276,453,0,0,other,0,,
729,277,452,0,0,other,0,,
729,278,451,0,0,other,0,,
729,279,450,0,0,other,0,,
729,280,449,0,0,other,0,,
729,281,448,0,0,other,0,,
729,282,447,0,0,other,0,,
729,283,446,0,0,other,0,,
729,284,445,0,0,other,0,,
729,285,444,0,0,other,0,,
729,286,443,0,0,other,0,,
729,287,442,0,0,other,0,,
729,288,441,0,0,other,1,21^2,
729,289,440,0,0,other,0,,
729,290,439,0,0,other,0,,
729,291,438,0,0,other,0,,
729,292,437,0,0,other,0,,
729,293,436,0,0,other,0,,
729,294,435,0,0,other,0,,
729,295,434,0,0,other,0,,
729,296,433,0,0,other,0,,
729,297,432,0,1,ObservedMinTwo-candidate,0,,6^3+6^3
729,298,431,0,0,other,0,,
729,299,430,0,0,other,0,,
729,300,429,0,0,other,0,,
729,301,428,0,0,other,0,,
729,302,427,0,0,other,0,,
729,303,426,0,0,other,0,,
729,304,425,0,0,other,0,,
729,305,424,0,0,other,0,,
729,306,423,0,0,other,0,,
729,307,422,0,0,other,0,,
729,308,421,0,0,other,0,,
729,309,420,0,0,other,0,,
729,310,419,0,0,other,0,,
729,311,418,0,0,other,0,,
729,312,417,0,0,other,0,,
729,313,416,0,0,other,0,,
729,314,415,0,0,other,0,,
729,315,414,0,0,other,0,,
729,316,413,0,0,other,0,,
729,317,412,0,0,other,0,,
729,318,411,0,0,other,0,,
729,319,410,0,0,other,0,,
729,320,409,0,0,other,0,,
729,321,408,0,0,other,0,,
729,322,407,0,1,ObservedMinTwo-candidate,0,,4^3+7^3
729,323,406,0,0,other,0,,
729,324,405,0,0,other,0,,
729,325,404,0,0,other,0,,
729,326,403,0,0,other,0,,
729,327,402,0,0,other,0,,
729,328,401,0,0,other,0,,
729,329,400,0,0,other,1,20^2,
729,330,399,0,0,other,0,,
729,331,398,0,0,other,0,,
729,332,397,0,0,other,0,,
729,333,396,0,0,other,0,,
729,334,395,0,0,other,0,,
729,335,394,0,0,other,0,,
729,336,393,0,0,other,0,,
729,337,392,0,0,other,0,,
729,338,391,0,0,other,0,,
729,339,390,0,0,other,0,,
729,340,389,0,0,other,0,,
729,341,388,0,0,other,0,,
729,342,387,0,0,other,0,,
729,343,386,0,0,other,0,,
729,344,385,0,0,other,0,,
729,345,384,0,0,other,0,,
729,346,383,0,0,other,0,,
729,347,382,0,0,other,0,,
729,348,381,0,0,other,0,,
729,349,380,0,0,other,0,,
729,350,379,0,0,other,0,,
729,351,378,0,0,other,0,,
729,352,377,0,0,other,0,,
729,353,376,0,0,other,0,,
729,354,375,0,0,other,0,,
729,355,374,0,0,other,0,,
729,356,373,0,0,other,0,,
729,357,372,0,0,other,0,,
729,358,371,0,0,other,0,,
729,359,370,0,1,ObservedMinTwo-candidate,0,,3^3+7^3
729,360,369,0,0,other,0,,
729,361,368,0,0,other,0,,
729,362,367,0,0,other,0,,
729,363,366,0,0,other,0,,
729,364,365,0,0,other,0,,
729,365,364,0,0,other,0,,
729,366,363,0,0,other,0,,
729,367,362,0,0,other,0,,
729,368,361,0,0,other,1,19^2,
729,369,360,0,0,other,0,,
729,370,359,0,0,other,0,,
729,371,358,0,0,other,0,,
729,372,357,0,0,other,0,,
729,373,356,0,0,other,0,,
729,374,355,0,0,other,0,,
729,375,354,0,0,other,0,,
729,376,353,0,0,other,0,,
729,377,352,0,0,other,0,,
729,378,351,0,1,ObservedMinTwo-candidate,0,,2^3+7^3
729,379,350,0,0,other,0,,
729,380,349,0,0,other,0,,
729,381,348,0,0,other,0,,
729,382,347,0,0,other,0,,
729,383,346,0,0,other,0,,
729,384,345,0,0,other,0,,
729,385,344,0,1,ObservedMinTwo-candidate,0,,1^3+7^3
729,386,343,1,1,ObservedMinOne-candidate,1,7^3,0^3+7^3
729,387,342,0,0,other,0,,
729,388,341,0,1,ObservedMinTwo-candidate,0,,5^3+6^3
729,389,340,0,0,other,0,,
729,390,339,0,0,other,0,,
729,391,338,0,0,other,0,,
729,392,337,0,0,other,0,,
729,393,336,0,0,other,0,,
729,394,335,0,0,other,0,,
729,395,334,0,0,other,0,,
729,396,333,0,0,other,0,,
729,397,332,0,0,other,0,,
729,398,331,0,0,other,0,,
729,399,330,0,0,other,0,,
729,400,329,0,0,other,0,,
729,401,328,0,0,other,0,,
729,402,327,0,0,other,0,,
729,403,326,0,0,other,0,,
729,404,325,0,0,other,0,,
729,405,324,0,0,other,1,18^2,
729,406,323,0,0,other,0,,
729,407,322,0,0,other,0,,
729,408,321,0,0,other,0,,
729,409,320,0,0,other,0,,
729,410,319,0,0,other,0,,
729,411,318,0,0,other,0,,
729,412,317,0,0,other,0,,
729,413,316,0,0,other,0,,
729,414,315,0,0,other,0,,
729,415,314,0,0,other,0,,
729,416,313,0,0,other,0,,
729,417,312,0,0,other,0,,
729,418,311,0,0,other,0,,
729,419,310,0,0,other,0,,
729,420,309,0,0,other,0,,
729,421,308,0,0,other,0,,
729,422,307,0,0,other,0,,
729,423,306,0,0,other,0,,
729,424,305,0,0,other,0,,
729,425,304,0,0,other,0,,
729,426,303,0,0,other,0,,
729,427,302,0,0,other,0,,
729,428,301,0,0,other,0,,
729,429,300,0,0,other,0,,
729,430,299,0,0,other,0,,
729,431,298,0,0,other,0,,
729,432,297,0,0,other,0,,
729,433,296,0,0,other,0,,
729,434,295,0,0,other,0,,
729,435,294,0,0,other,0,,
729,436,293,0,0,other,0,,
729,437,292,0,0,other,0,,
729,438,291,0,0,other,0,,
729,439,290,0,0,other,0,,
729,440,289,0,0,other,1,17^2,
729,441,288,0,0,other,0,,
729,442,287,0,0,other,0,,
729,443,286,0,0,other,0,,
729,444,285,0,0,other,0,,
729,445,284,0,0,other,0,,
729,446,283,0,0,other,0,,
729,447,282,0,0,other,0,,
729,448,281,0,0,other,0,,
729,449,280,0,1,ObservedMinTwo-candidate,0,,4^3+6^3
729,450,279,0,0,other,0,,
729,451,278,0,0,other,0,,
729,452,277,0,0,other,0,,
729,453,276,0,0,other,0,,
729,454,275,0,0,other,0,,
729,455,274,0,0,other,0,,
729,456,273,0,0,other,0,,
729,457,272,0,0,other,0,,
729,458,271,0,0,other,0,,
729,459,270,0,0,other,0,,
729,460,269,0,0,other,0,,
729,461,268,0,0,other,0,,
729,462,267,0,0,other,0,,
729,463,266,0,0,other,0,,
729,464,265,0,0,other,0,,
729,465,264,0,0,other,0,,
729,466,263,0,0,other,0,,
729,467,262,0,0,other,0,,
729,468,261,0,0,other,0,,
729,469,260,0,0,other,0,,
729,470,259,0,0,other,0,,
729,471,258,0,0,other,0,,
729,472,257,0,0,other,0,,
729,473,256,0,0,other,1,2^8;4^4;16^2,
729,474,255,0,0,other,0,,
729,475,254,0,0,other,0,,
729,476,253,0,0,other,0,,
729,477,252,0,0,other,0,,
729,478,251,0,0,other,0,,
729,479,250,0,1,ObservedMinTwo-candidate,0,,5^3+5^3
729,480,249,0,0,other,0,,
729,481,248,0,0,other,0,,
729,482,247,0,0,other,0,,
729,483,246,0,0,other,0,,
729,484,245,0,0,other,0,,
729,485,244,0,0,other,0,,
729,486,243,0,1,ObservedMinTwo-candidate,1,3^5,3^3+6^3
729,487,242,0,0,other,0,,
729,488,241,0,0,other,0,,
729,489,240,0,0,other,0,,
729,490,239,0,0,other,0,,
729,491,238,0,0,other,0,,
729,492,237,0,0,other,0,,
729,493,236,0,0,other,0,,
729,494,235,0,0,other,0,,
729,495,234,0,0,other,0,,
729,496,233,0,0,other,0,,
729,497,232,0,0,other,0,,
729,498,231,0,0,other,0,,
729,499,230,0,0,other,0,,
729,500,229,0,0,other,0,,
729,501,228,0,0,other,0,,
729,502,227,0,0,other,0,,
729,503,226,0,0,other,0,,
729,504,225,0,0,other,1,15^2,
729,505,224,0,1,ObservedMinTwo-candidate,0,,2^3+6^3
729,506,223,0,0,other,0,,
729,507,222,0,0,other,0,,
729,508,221,0,0,other,0,,
729,509,220,0,0,other,0,,
729,510,219,0,0,other,0,,
729,511,218,0,0,other,0,,
729,512,217,0,1,ObservedMinTwo-candidate,0,,1^3+6^3
729,513,216,1,1,ObservedMinOne-candidate,1,6^3,0^3+6^3
729,514,215,0,0,other,0,,
729,515,214,0,0,other,0,,
729,516,213,0,0,other,0,,
729,517,212,0,0,other,0,,
729,518,211,0,0,other,0,,
729,519,210,0,0,other,0,,
729,520,209,0,0,other,0,,
729,521,208,0,0,other,0,,
729,522,207,0,0,other,0,,
729,523,206,0,0,other,0,,
729,524,205,0,0,other,0,,
729,525,204,0,0,other,0,,
729,526,203,0,0,other,0,,
729,527,202,0,0,other,0,,
729,528,201,0,0,other,0,,
729,529,200,0,0,other,0,,
729,530,199,0,0,other,0,,
729,531,198,0,0,other,0,,
729,532,197,0,0,other,0,,
729,533,196,0,0,other,1,14^2,
729,534,195,0,0,other,0,,
729,535,194,0,0,other,0,,
729,536,193,0,0,other,0,,
729,537,192,0,0,other,0,,
729,538,191,0,0,other,0,,
729,539,190,0,0,other,0,,
729,540,189,0,1,ObservedMinTwo-candidate,0,,4^3+5^3
729,541,188,0,0,other,0,,
729,542,187,0,0,other,0,,
729,543,186,0,0,other,0,,
729,544,185,0,0,other,0,,
729,545,184,0,0,other,0,,
729,546,183,0,0,other,0,,
729,547,182,0,0,other,0,,
729,548,181,0,0,other,0,,
729,549,180,0,0,other,0,,
729,550,179,0,0,other,0,,
729,551,178,0,0,other,0,,
729,552,177,0,0,other,0,,
729,553,176,0,0,other,0,,
729,554,175,0,0,other,0,,
729,555,174,0,0,other,0,,
729,556,173,0,0,other,0,,
729,557,172,0,0,other,0,,
729,558,171,0,0,other,0,,
729,559,170,0,0,other,0,,
729,560,169,0,0,other,1,13^2,
729,561,168,0,0,other,0,,
729,562,167,0,0,other,0,,
729,563,166,0,0,other,0,,
729,564,165,0,0,other,0,,
729,565,164,0,0,other,0,,
729,566,163,0,0,other,0,,
729,567,162,0,0,other,0,,
729,568,161,0,0,other,0,,
729,569,160,0,0,other,0,,
729,570,159,0,0,other,0,,
729,571,158,0,0,other,0,,
729,572,157,0,0,other,0,,
729,573,156,0,0,other,0,,
729,574,155,0,0,other,0,,
729,575,154,0,0,other,0,,
729,576,153,0,0,other,0,,
729,577,152,0,1,ObservedMinTwo-candidate,0,,3^3+5^3
729,578,151,0,0,other,0,,
729,579,150,0,0,other,0,,
729,580,149,0,0,other,0,,
729,581,148,0,0,other,0,,
729,582,147,0,0,other,0,,
729,583,146,0,0,other,0,,
729,584,145,0,0,other,0,,
729,585,144,0,0,other,1,12^2,
729,586,143,0,0,other,0,,
729,587,142,0,0,other,0,,
729,588,141,0,0,other,0,,
729,589,140,0,0,other,0,,
729,590,139,0,0,other,0,,
729,591,138,0,0,other,0,,
729,592,137,0,0,other,0,,
729,593,136,0,0,other,0,,
729,594,135,0,0,other,0,,
729,595,134,0,0,other,0,,
729,596,133,0,1,ObservedMinTwo-candidate,0,,2^3+5^3
729,597,132,0,0,other,0,,
729,598,131,0,0,other,0,,
729,599,130,0,0,other,0,,
729,600,129,0,0,other,0,,
729,601,128,0,1,ObservedMinTwo-candidate,1,2^7,4^3+4^3
729,602,127,0,0,other,0,,
729,603,126,0,1,ObservedMinTwo-candidate,0,,1^3+5^3
729,604,125,1,1,ObservedMinOne-candidate,1,5^3,0^3+5^3
729,605,124,0,0,other,0,,
729,606,123,0,0,other,0,,
729,607,122,0,0,other,0,,
729,608,121,0,0,other,1,11^2,
729,609,120,0,0,other,0,,
729,610,119,0,0,other,0,,
729,611,118,0,0,other,0,,
729,612,117,0,0,other,0,,
729,613,116,0,0,other,0,,
729,614,115,0,0,other,0,,
729,615,114,0,0,other,0,,
729,616,113,0,0,other,0,,
729,617,112,0,0,other,0,,
729,618,111,0,0,other,0,,
729,619,110,0,0,other,0,,
729,620,109,0,0,other,0,,
729,621,108,0,0,other,0,,
729,622,107,0,0,other,0,,
729,623,106,0,0,other,0,,
729,624,105,0,0,other,0,,
729,625,104,0,0,other,0,,
729,626,103,0,0,other,0,,
729,627,102,0,0,other,0,,
729,628,101,0,0,other,0,,
729,629,100,0,0,other,1,10^2,
729,630,99,0,0,other,0,,
729,631,98,0,0,other,0,,
729,632,97,0,0,other,0,,
729,633,96,0,0,other,0,,
729,634,95,0,0,other,0,,
729,635,94,0,0,other,0,,
729,636,93,0,0,other,0,,
729,637,92,0,0,other,0,,
729,638,91,0,1,ObservedMinTwo-candidate,0,,3^3+4^3
729,639,90,0,0,other,0,,
729,640,89,0,0,other,0,,
729,641,88,0,0,other,0,,
729,642,87,0,0,other,0,,
729,643,86,0,0,other,0,,
729,644,85,0,0,other,0,,
729,645,84,0,0,other,0,,
729,646,83,0,0,other,0,,
729,647,82,0,0,other,0,,
729,648,81,0,0,other,1,3^4;9^2,
729,649,80,0,0,other,0,,
729,650,79,0,0,other,0,,
729,651,78,0,0,other,0,,
729,652,77,0,0,other,0,,
729,653,76,0,0,other,0,,
729,654,75,0,0,other,0,,
729,655,74,0,0,other,0,,
729,656,73,0,0,other,0,,
729,657,72,0,1,ObservedMinTwo-candidate,0,,2^3+4^3
729,658,71,0,0,other,0,,
729,659,70,0,0,other,0,,
729,660,69,0,0,other,0,,
729,661,68,0,0,other,0,,
729,662,67,0,0,other,0,,
729,663,66,0,0,other,0,,
729,664,65,0,1,ObservedMinTwo-candidate,0,,1^3+4^3
729,665,64,1,1,ObservedMinOne-candidate,1,2^6;4^3;8^2,0^3+4^3
729,666,63,0,0,other,0,,
729,667,62,0,0,other,0,,
729,668,61,0,0,other,0,,
729,669,60,0,0,other,0,,
729,670,59,0,0,other,0,,
729,671,58,0,0,other,0,,
729,672,57,0,0,other,0,,
729,673,56,0,0,other,0,,
729,674,55,0,0,other,0,,
729,675,54,0,1,ObservedMinTwo-candidate,0,,3^3+3^3
729,676,53,0,0,other,0,,
729,677,52,0,0,other,0,,
729,678,51,0,0,other,0,,
729,679,50,0,0,other,0,,
729,680,49,0,0,other,1,7^2,
729,681,48,0,0,other,0,,
729,682,47,0,0,other,0,,
729,683,46,0,0,other,0,,
729,684,45,0,0,other,0,,
729,685,44,0,0,other,0,,
729,686,43,0,0,other,0,,
729,687,42,0,0,other,0,,
729,688,41,0,0,other,0,,
729,689,40,0,0,other,0,,
729,690,39,0,0,other,0,,
729,691,38,0,0,other,0,,
729,692,37,0,0,other,0,,
729,693,36,0,0,other,1,6^2,
729,694,35,0,1,ObservedMinTwo-candidate,0,,2^3+3^3
729,695,34,0,0,other,0,,
729,696,33,0,0,other,0,,
729,697,32,0,0,other,1,2^5,
729,698,31,0,0,other,0,,
729,699,30,0,0,other,0,,
729,700,29,0,0,other,0,,
729,701,28,0,1,ObservedMinTwo-candidate,0,,1^3+3^3
729,702,27,1,1,ObservedMinOne-candidate,1,3^3,0^3+3^3
729,703,26,0,0,other,0,,
729,704,25,0,0,other,1,5^2,
729,705,24,0,0,other,0,,
729,706,23,0,0,other,0,,
729,707,22,0,0,other,0,,
729,708,21,0,0,other,0,,
729,709,20,0,0,other,0,,
729,710,19,0,0,other,0,,
729,711,18,0,0,other,0,,
729,712,17,0,0,other,0,,
729,713,16,0,1,ObservedMinTwo-candidate,1,2^4;4^2,2^3+2^3
729,714,15,0,0,other,0,,
729,715,14,0,0,other,0,,
729,716,13,0,0,other,0,,
729,717,12,0,0,other,0,,
729,718,11,0,0,other,0,,
729,719,10,0,0,other,0,,
729,720,9,0,1,ObservedMinTwo-candidate,1,3^2,1^3+2^3
729,721,8,1,1,ObservedMinOne-candidate,1,2^3,0^3+2^3
729,722,7,0,0,other,0,,
729,723,6,0,0,other,0,,
729,724,5,0,0,other,0,,
729,725,4,0,0,other,1,2^2,
729,726,3,0,0,other,0,,
729,727,2,0,1,ObservedMinTwo-candidate,0,,1^3+1^3
729,728,1,1,1,ObservedMinOne-candidate,0,,0^3+1^3
729,729,0,1,1,ObservedMinOne-candidate,0,,0^3+0^3
